0,0,0,1.3432e-08,0.2498,0.076224,4.0733e-08,0.2,0.4498,0.43493,0.00024567,0.87572
0,0,0,0.1688,6.6774e-07,5.1094e-07,0.24069,0.11241,1.3258e-08,1.0575e-07,1.616e-08,5.4224e-07
0,0,0,0.21267,0.85782,0.77951,0.68516,1,0.11124,0.7089,1,1
0,0,0,0.21686,5.1095e-07,2.6117e-08,1,2.9894e-08,0.02579,5.5329e-08,0.31618,0.76818
0,0,0,0.3125,0.69065,1.111e-08,0.16287,0.19748,0.78537,0.39376,0.87019,0.45688
0,0,0,2.0319e-08,0.089067,6.1402e-07,5.4218e-05,0.33302,0.031899,0.24867,1.2004e-08,2.3848e-08
0,0,0,0.13469,9.8563e-09,0.23313,3.3397e-08,0.070015,0.26457,0.27273,0.6908,0.31429
0,0,0,0.11432,0.11282,0.14286,0.1785,1.5982e-08,0.11111,0.098076,1.5427e-08,0.16894
0,0,0,0.54692,0.10192,0.081989,0.23392,0.72299,0.06797,0.00027127,0.002502,0.2568
0,0,0,0.21042,0.071429,8.3334e-07,1.2499e-08,8.5028e-07,5.3881e-07,5.008e-08,0.2,0.33168
0,0,0,0.41768,0.73333,0.94286,0.64884,0.93333,1,0.57854,0.93333,0.77143
0,0,0,0.25556,0.518,0.65319,5.3512e-08,0.18611,0.13833,0.28336,0.55837,0.45932
0,0,0,0.3,1.1993e-08,0.028572,0.1,1.1531e-08,2.5185e-08,1.2505e-08,5.7766e-07,0.028572
0,0,0,1.486e-08,7.144e-09,0.039847,0.045321,0.13096,0.34208,0.15668,0.53757,0.14776
0,0,0,1.4466e-08,0.23679,0.65442,0.074182,0.29034,0.16991,0.26727,0.11188,0.17733
0,0,0,1.6234e-08,0.14286,0.1,1.4576e-08,9.1022e-09,5.7012e-07,1.7485e-08,5.3888e-07,0.05
0,0,0,0.26316,0.93286,0.085714,0.2462,0.074313,0.25714,1.0157e-07,0.080869,0.88571
0,0,0,0.04181,0.12062,0.12294,0.14014,1.2521e-08,1.2248e-06,0.14165,0.33089,0.61348
0,0,0,0.027549,1.1256e-08,3.9999e-07,0.40927,0.79376,0.14286,0.81986,1,1
0,0,0,0.79614,0.32836,1,0.886,4.1256e-08,1,0.87779,1,1
0,0,0,0.3518,0.67439,1,0.79267,0.92443,0.90872,0.88928,0.7784,1
0,0,0,0.15382,0.12496,9.0911e-07,1.3021e-08,1.2498e-08,0.064935,5.0183e-08,0.08272,0.085717
0,0,0,0.79763,0.072898,0.23867,0.14068,3.3534e-08,0.1,0.11065,1.0699e-06,0.24094
0,0,0,0.38216,1.6842e-08,5.1094e-07,3.0284e-08,0.13526,8.3334e-07,0.33419,0.053038,2.5183e-08
0,0,0,7.8837e-09,7.1433e-09,5.3889e-07,0.15134,0.081337,0.21805,1.1151e-07,0.41301,0.23835
0,0,0,1.2829e-06,8.6807e-09,5.1093e-07,1.7391e-08,0.47265,0.19679,0.43302,1,0.090113
0,0,0,0.21968,0.92959,0.42378,2.5151e-08,0.64593,0.77145,0.84137,0.49177,0.71148
0,0,0,0.33386,0.39971,0.77029,0.25272,0.66784,0.82661,0.54962,0.91206,0.88092
0,0,0,3.5409e-08,0.16421,6.0295e-07,0.39397,0.93722,0.7802,0.45871,0.35227,0.92009
0,0,0,0.19866,1.38e-08,8.3334e-07,3.8331e-08,2.1503e-07,0.028572,2.0302e-07,1.1525e-08,5.1094e-07
0,0,0,0.19207,0.14993,0.1168,0.18591,0.45938,0.18404,2.2316e-07,1,8.4943e-07
0,0,0,0.12073,0.13785,0.17229,0.36388,0.52579,0.28704,0.22834,0.0047261,0.11187
0,0,0,7.6947e-09,1.1624e-08,0.051621,1.1241e-08,1.302e-08,6.6684e-07,0.15738,2.037e-08,0.14282
0,0,0,1.6673e-08,0.46927,5.389e-07,0.125,0.24438,0.30159,1.0059e-07,0.00024569,0.78997
0,0,0,8.3344e-09,6.9832e-07,5.1093e-07,0.3,0.066667,0.25714,0.3,0.53333,0.6
0,0,0,7.3461e-07,7.4244e-09,5.4e-07,0.13807,0.0734,0.85033,0.43426,0.23076,0.41487
0,0,0,8.3349e-09,1.9796e-08,5.1094e-07,0.14286,0.48518,0.20297,0.8502,0.37507,1
0,0,0,0.09505,1.1945e-08,0.038538,0.68063,0.087336,0.71227,1.3441e-08,2.1742e-08,8.3483e-07
0,0,0,9.0913e-09,7.2788e-09,9.0911e-07,3.3397e-08,0.14027,0.054277,5.0087e-08,0.064858,0.24747
0,0,0,0.42857,0.23059,0.028572,1.3187e-08,0.83974,0.06959,0.5726,0.0042316,0.31302
0,0,0,1.4338e-08,1.2934e-08,0.037833,0.18831,0.78319,1,1.0261e-07,1,1
0,0,0,8.3095e-08,1.5266e-08,5.1095e-07,0.094984,4.6974e-07,0.077813,7.5475e-08,8.7572e-07,0.05837
0,0,0,0.079085,1.0009e-08,0.047203,1.2501e-08,1.2498e-08,1.4422e-08,5.0193e-08,0.24788,0.072791
0,0,0,1.4391e-08,0.072898,0.18397,1.5436e-08,1.3298e-08,0.17032,2.2351e-08,5.1094e-07,5.7016e-07
0,0,0,8.2708e-09,0.043904,8.3334e-07,0.56526,0.47499,0.54286,0.83045,0.92593,0.25714
0,0,0,7.6927e-09,1.6937e-08,0.19594,2.0016e-08,0.079444,0.18347,3.3364e-08,0.30251,0.32878
0,0,0,7.7184e-09,1.1639e-08,0.082202,0.13922,1,0.0052292,4.9017e-08,1,0.37733
0,0,0,8.2054e-09,7.505e-09,5.1095e-07,1.6716e-08,1.3037e-08,0.076283,0.20034,0.20061,0.087888
0,0,0,0.070761,1.43e-08,0.085714,0.43095,0.72363,0.25714,0.39039,1,0.94286
0,0,0,0.78548,1,0.81298,0.46365,0.78774,0.61962,0.4999,0.92525,0.53775
